MSO Group Name,Shop,WeekEndingCY,Net Sales - CY,Sales / Day,Net Sales - PY,Net Sales - YoY %,CPD,CPD - PY,Cars,Cars - PY,Cars - YoY %,Discounts $ - CY,Discounts % - CY,Discounts per Car - CY,Net ARO - CY,Net ARO - PY,Net ARO - YoY %,Prem Oil % - CY,Premium Oil % - PY,High Mileage Opportunity - CY,Big 5 % - CY,Air Filter % - CY,Wiper Blades % - CY,Premium Wiper Blades % - CY,Cabin Filter % - CY,Coolant % - CY,Fuel System Cleaner % - CY ,Oil Change Ticket Average - CY,BayTime,Customers New % - CY,Customers Repeat % - CY,Emission Tickets - CY,Emission Gross ARO - CY,Emissions with Oil Change Tickets - CY,Emissions with Big 5 % - CY,Emissions Penetration %,Fleet % of Oil Changes - CY,Fleet % of Oil Changes - PY,Fleet ARO - CY,Fleet Discount $ - CY,Fleet Discount % - CY,Fleet Net Sales - CY,Fleet Oil Changes - CY
WSM Ventures,1201,3/15/2025,"$25,761.03","$3,680","$24,911.31",3.4%,34.4,35.0,241,245,-1.6%,"$4,834.03",15.8%,$20.06,$106.89,$101.68,5.1%,95.4%,88.2%,0.0%,54.8%,24.9%,6.6%,3.3%,13.3%,8.7%,1.2%,$104.27,8.9,25.6%,72.5%,0,$0.00,0,0.0%,0.0%,5.4%,4.9%,$73.59,$384.44,28.7%,$956.66,13
WSM Ventures,1202,3/15/2025,"$38,313.08","$5,473","$34,909.13",9.8%,47.1,45.6,330,319,3.4%,"$4,414.34",10.3%,$13.38,$116.10,$109.43,6.1%,90.6%,86.2%,0.0%,62.4%,24.2%,7.0%,3.6%,18.2%,12.1%,0.9%,$114.93,11.5,28.4%,73.8%,0,$0.00,0,0.0%,0.0%,1.5%,5.3%,$96.70,$163.33,25.3%,$483.50,5
WSM Ventures,1203,3/15/2025,"$18,128.88","$2,590","$18,625.25",-2.7%,23.3,26.3,163,184,-11.4%,"$3,318.32",15.5%,$20.36,$111.22,$101.22,9.9%,93.3%,88.0%,0.0%,75.5%,33.7%,7.4%,3.7%,25.2%,4.3%,4.9%,$109.88,12.1,31.2%,67.3%,0,$0.00,0,0.0%,0.0%,26.4%,14.1%,$100.56,"$1,411.73",24.6%,"$4,323.98",43
WSM Ventures,1204,3/15/2025,"$21,823.12","$3,118","$18,755.06",16.4%,29.0,25.9,203,181,12.2%,"$1,829.59",7.7%,$9.01,$107.50,$103.62,3.7%,85.7%,81.8%,0.0%,41.4%,17.7%,10.3%,5.9%,8.4%,3.9%,1.0%,$107.16,12.0,30.3%,63.4%,2,$55.59,1,0.0%,1.0%,3.4%,4.4%,$106.90,$78.20,9.5%,$748.29,7
WSM Ventures,1205,3/15/2025,"$39,926.87","$5,704","$28,764.45",38.8%,55.3,39.0,387,273,41.8%,"$5,457.47",12.0%,$14.10,$103.17,$105.36,-2.1%,92.0%,85.7%,0.0%,51.4%,17.3%,12.1%,8.5%,9.0%,5.2%,7.8%,$101.61,9.0,34.2%,66.2%,0,$0.00,0,0.0%,0.0%,12.7%,9.9%,$80.82,"$1,248.33",24.0%,"$3,960.19",49
WSM Ventures,1206,3/15/2025,"$22,148.16","$3,164","$19,783.72",12.0%,32.0,27.4,224,192,16.7%,"$3,455.95",13.5%,$15.43,$98.88,$103.04,-4.0%,92.9%,95.8%,0.0%,34.4%,16.5%,4.9%,3.6%,4.0%,7.1%,1.8%,$97.71,9.7,27.8%,67.1%,0,$0.00,0,0.0%,0.0%,13.4%,16.1%,$63.33,"$1,101.82",36.7%,"$1,899.75",30
WSM Ventures,1207,3/15/2025,"$28,645.13","$4,092","$22,383.45",28.0%,39.6,29.9,277,209,32.5%,"$3,499.37",10.9%,$12.63,$103.41,$107.10,-3.4%,91.7%,88.0%,0.0%,43.3%,15.9%,9.7%,4.7%,7.2%,8.7%,1.8%,$100.93,11.8,21.6%,74.3%,0,$0.00,0,0.0%,0.0%,7.9%,14.4%,$101.16,$478.71,17.7%,"$2,225.61",22
WSM Ventures,1598,3/15/2025,"$15,796.50","$2,257","$15,516.58",1.8%,23.4,20.7,164,145,13.1%,"$2,734.02",14.8%,$16.67,$96.32,$107.01,-10.0%,87.2%,86.2%,0.0%,52.4%,25.6%,7.3%,6.7%,12.8%,1.2%,5.5%,$95.77,10.8,26.8%,76.9%,0,$0.00,0,0.0%,0.0%,17.1%,11.7%,$101.03,$883.35,23.8%,"$2,828.79",28
WSM Ventures,1599,3/15/2025,"$24,950.39","$3,564","$24,959.38",0.0%,32.9,32.7,230,229,0.4%,"$4,184.06",14.4%,$18.19,$108.48,$108.99,-0.5%,94.8%,90.8%,0.0%,55.7%,19.6%,10.9%,5.7%,11.3%,10.4%,3.5%,$107.04,10.8,24.1%,77.1%,0,$0.00,0,0.0%,0.0%,13.0%,3.9%,$99.27,$939.68,24.0%,"$2,978.12",30
WSM Ventures,1600,3/15/2025,"$17,188.17","$2,455","$17,847.73",-3.7%,23.4,24.3,164,170,-3.5%,"$3,268.23",16.0%,$19.93,$104.81,$104.99,-0.2%,81.7%,82.4%,0.0%,62.2%,21.3%,11.0%,4.9%,16.5%,5.5%,7.9%,$101.02,11.1,24.0%,78.1%,0,$0.00,0,0.0%,0.0%,28.0%,16.5%,$93.40,"$1,328.67",23.6%,"$4,296.36",46
WSM Ventures,1198,3/22/2025,"$23,811.98","$3,402","$24,654.20",-3.4%,36.7,40.1,257,281,-8.5%,"$4,708.31",16.5%,$18.32,$92.65,$87.74,5.6%,80.5%,83.6%,0.0%,42.0%,14.4%,10.5%,3.5%,7.8%,7.8%,1.6%,$92.10,10.5,26.1%,75.6%,0,$0.00,0,0.0%,0.0%,16.0%,14.6%,$64.70,"$1,280.62",32.6%,"$2,652.69",41
WSM Ventures,1199,3/22/2025,"$27,382.38","$3,912","$25,375.89",7.9%,35.4,32.7,248,229,8.3%,"$3,188.26",10.4%,$12.86,$110.41,$110.81,-0.4%,87.1%,85.2%,0.0%,54.0%,21.4%,8.9%,4.4%,8.5%,10.9%,4.4%,$109.56,11.2,24.8%,73.4%,0,$0.00,0,0.0%,0.0%,6.0%,2.6%,$122.36,$290.20,13.7%,"$1,835.47",15
WSM Ventures,1200,3/22/2025,"$26,514.27","$3,788","$24,845.19",6.7%,36.3,33.6,254,235,8.1%,"$2,598.88",8.9%,$10.23,$104.39,$105.72,-1.3%,80.3%,88.5%,0.0%,32.7%,11.8%,5.9%,3.9%,5.5%,7.1%,2.4%,$98.94,11.9,25.1%,72.9%,72,$42.06,16,8.3%,28.3%,2.0%,1.7%,$106.93,$67.74,11.2%,$534.63,5
WSM Ventures,1201,3/22/2025,"$25,001.81","$3,572","$24,199.74",3.3%,35.7,34.3,250,240,4.2%,"$3,903.55",13.5%,$15.61,$100.01,$100.83,-0.8%,96.0%,92.9%,0.0%,43.2%,22.8%,8.4%,4.8%,7.6%,3.6%,0.8%,$98.92,8.8,34.5%,70.9%,0,$0.00,0,0.0%,0.0%,7.2%,7.1%,$80.14,$543.33,27.4%,"$1,442.58",18
WSM Ventures,1202,3/22/2025,"$35,783.97","$5,112","$35,174.51",1.7%,44.7,45.1,313,316,-0.9%,"$4,266.18",10.7%,$13.63,$114.33,$111.31,2.7%,88.8%,88.6%,0.0%,61.3%,23.3%,8.3%,5.1%,19.5%,10.2%,0.0%,$113.64,11.1,26.5%,72.4%,0,$0.00,0,0.0%,0.0%,2.2%,12.0%,$116.22,$143.74,15.0%,$813.53,7
WSM Ventures,1203,3/22/2025,"$18,035.62","$2,577","$16,996.09",6.1%,23.4,23.9,164,167,-1.8%,"$3,674.58",16.9%,$22.41,$109.97,$101.77,8.1%,93.9%,89.2%,0.0%,78.7%,31.7%,16.5%,11.0%,16.5%,3.7%,10.4%,$108.87,11.6,24.6%,68.3%,0,$0.00,0,0.0%,0.0%,28.0%,13.8%,$108.55,"$1,826.15",26.8%,"$4,993.27",46
WSM Ventures,1204,3/22/2025,"$23,691.95","$3,385","$19,177.03",23.5%,31.1,26.9,218,188,16.0%,"$1,889.04",7.4%,$8.67,$108.68,$102.01,6.5%,89.9%,81.9%,0.0%,44.5%,23.4%,9.2%,4.6%,6.0%,2.8%,3.2%,$107.71,12.2,27.9%,64.0%,8,$39.11,2,0.0%,3.7%,4.1%,3.2%,$154.86,$67.74,4.6%,"$1,393.74",9
WSM Ventures,1205,3/22/2025,"$33,020.85","$4,717","$27,504.76",20.1%,47.0,36.7,329,257,28.0%,"$4,510.23",12.0%,$13.71,$100.37,$107.02,-6.2%,91.2%,84.0%,0.0%,42.9%,15.8%,10.6%,7.3%,7.9%,4.0%,4.6%,$99.61,9.2,30.5%,66.1%,0,$0.00,0,0.0%,0.0%,12.5%,8.2%,$77.43,"$1,118.15",26.0%,"$3,174.65",41
WSM Ventures,1206,3/22/2025,"$22,875.92","$3,268","$18,902.32",21.0%,33.3,26.0,233,182,28.0%,"$4,072.74",15.1%,$17.48,$98.18,$103.86,-5.5%,89.7%,94.0%,0.0%,37.3%,13.7%,9.9%,5.2%,4.7%,7.7%,1.3%,$97.79,11.0,25.7%,67.5%,0,$0.00,0,0.0%,0.0%,15.0%,15.4%,$59.52,"$1,295.94",38.3%,"$2,083.32",35
WSM Ventures,1207,3/22/2025,"$24,295.61","$3,471","$22,297.38",9.0%,36.0,33.3,252,233,8.2%,"$2,678.09",9.9%,$10.63,$96.41,$95.70,0.7%,88.9%,82.0%,0.0%,29.8%,11.9%,8.7%,4.8%,4.8%,3.2%,1.2%,$95.65,11.8,27.5%,72.8%,0,$0.00,0,0.0%,0.0%,13.9%,16.7%,$92.17,$553.37,14.6%,"$3,226.08",35
WSM Ventures,1598,3/22/2025,"$14,442.76","$2,063","$14,946.95",-3.4%,21.0,19.7,147,138,6.5%,"$2,368.06",14.1%,$16.11,$98.25,$108.31,-9.3%,91.2%,87.0%,0.0%,43.5%,22.4%,9.5%,7.5%,6.1%,2.0%,3.4%,$96.62,10.1,18.1%,77.1%,0,$0.00,0,0.0%,0.0%,18.4%,15.9%,$90.03,$747.37,23.5%,"$2,430.77",27
WSM Ventures,1599,3/22/2025,"$22,294.14","$3,185","$20,719.27",7.6%,29.6,25.3,207,177,16.9%,"$3,180.93",12.5%,$15.37,$107.70,$117.06,-8.0%,93.2%,88.7%,0.0%,57.0%,18.4%,10.1%,6.3%,14.5%,10.1%,3.9%,$107.11,10.1,23.6%,75.1%,0,$0.00,0,0.0%,0.0%,13.0%,11.3%,$95.04,$820.25,24.2%,"$2,565.96",27
WSM Ventures,1600,3/22/2025,"$14,817.76","$2,117","$16,772.46",-11.7%,21.1,23.7,148,166,-10.8%,"$2,826.45",16.0%,$19.10,$100.12,$101.04,-0.9%,83.8%,86.1%,0.0%,53.4%,15.5%,17.6%,7.4%,12.8%,3.4%,4.1%,$99.70,10.8,23.1%,76.8%,0,$0.00,0,0.0%,0.0%,27.0%,9.6%,$109.08,"$1,471.68",25.2%,"$4,363.06",40
WSM Ventures,1198,3/29/2025,"$23,889.77","$3,413","$26,892.54",-11.2%,36.9,43.9,258,307,-16.0%,"$5,048.09",17.4%,$19.57,$92.60,$87.60,5.7%,86.0%,85.7%,0.0%,37.2%,13.2%,4.7%,1.2%,6.6%,10.9%,1.9%,$90.97,10.6,23.0%,74.0%,0,$0.00,0,0.0%,0.0%,15.9%,11.7%,$58.94,"$1,372.02",36.2%,"$2,416.46",41
WSM Ventures,1199,3/29/2025,"$27,041.63","$3,863","$26,686.49",1.3%,35.4,37.9,248,265,-6.4%,"$2,879.28",9.6%,$11.61,$109.04,$100.70,8.3%,81.5%,82.6%,0.0%,50.4%,23.4%,6.0%,2.4%,7.3%,9.3%,4.4%,$108.65,11.0,25.2%,72.7%,0,$0.00,0,0.0%,0.0%,2.0%,1.9%,$98.43,$72.69,12.9%,$492.14,5
WSM Ventures,1200,3/29/2025,"$26,079.57","$3,726","$22,602.88",15.4%,33.1,28.0,232,196,18.4%,"$2,334.97",8.2%,$10.06,$112.41,$115.32,-2.5%,84.1%,84.2%,0.0%,43.1%,15.1%,6.5%,4.3%,9.1%,9.1%,3.0%,$108.26,11.7,22.9%,73.5%,66,$34.43,9,7.6%,28.4%,2.6%,3.6%,$107.51,$104.75,14.0%,$645.06,6
WSM Ventures,1201,3/29/2025,"$26,466.25","$3,781","$21,482.88",23.2%,35.4,31.4,248,220,12.7%,"$3,975.46",13.1%,$16.03,$106.72,$97.65,9.3%,96.4%,92.3%,0.0%,50.8%,24.2%,9.7%,6.5%,10.5%,4.8%,1.6%,$105.97,8.8,22.2%,71.2%,0,$0.00,0,0.0%,0.0%,6.0%,4.5%,$93.34,$504.44,26.5%,"$1,400.09",15
WSM Ventures,1202,3/29/2025,"$42,527.04","$6,075","$38,230.25",11.2%,51.7,48.6,362,340,6.5%,"$5,478.94",11.4%,$15.14,$117.48,$112.44,4.5%,89.0%,84.1%,0.0%,68.2%,27.1%,8.8%,5.8%,20.7%,11.3%,0.3%,$116.17,9.9,26.3%,74.4%,0,$0.00,0,0.0%,0.0%,1.1%,5.0%,$179.58,$101.74,12.4%,$718.31,4
WSM Ventures,1203,3/29/2025,"$12,326.86","$1,761","$16,006.57",-23.0%,18.4,23.3,129,163,-20.9%,"$2,329.42",15.9%,$18.06,$95.56,$98.20,-2.7%,88.4%,82.8%,0.0%,52.7%,20.9%,10.9%,5.4%,12.4%,3.1%,5.4%,$94.15,11.3,30.3%,70.0%,0,$0.00,0,0.0%,0.0%,27.9%,16.0%,$86.57,$935.73,23.1%,"$3,116.43",36
WSM Ventures,1204,3/29/2025,"$21,422.68","$3,060","$18,279.76",17.2%,28.9,24.9,202,174,16.1%,"$2,433.37",10.2%,$12.05,$106.05,$105.06,0.9%,87.1%,81.6%,0.0%,41.1%,16.8%,6.9%,4.0%,5.0%,10.9%,1.5%,$102.97,12.5,32.0%,62.2%,10,$20.64,1,0.0%,5.0%,3.5%,4.6%,$116.29,$74.69,8.4%,$814.03,7
WSM Ventures,1205,3/29/2025,"$35,159.32","$5,023","$28,287.65",24.3%,46.6,38.4,326,269,21.2%,"$5,600.39",13.7%,$17.18,$107.85,$105.16,2.6%,91.7%,88.1%,0.0%,65.0%,16.9%,12.6%,8.3%,16.0%,9.2%,10.4%,$106.61,9.2,32.5%,67.2%,0,$0.00,0,0.0%,0.0%,13.5%,9.3%,$92.40,"$1,634.59",28.7%,"$4,065.66",44
WSM Ventures,1206,3/29/2025,"$20,923.10","$2,989","$20,524.61",1.9%,30.4,27.0,213,189,12.7%,"$4,130.29",16.5%,$19.39,$98.23,$108.60,-9.5%,91.5%,97.4%,0.0%,42.7%,19.7%,4.7%,2.8%,7.0%,8.5%,2.8%,$97.43,11.2,32.4%,68.0%,0,$0.00,0,0.0%,0.0%,13.6%,14.3%,$52.77,"$1,189.74",43.7%,"$1,530.21",29
WSM Ventures,1207,3/29/2025,"$25,976.32","$3,711","$22,566.03",15.1%,39.3,33.4,275,234,17.5%,"$2,945.81",10.2%,$10.71,$94.46,$96.44,-2.0%,90.5%,82.9%,0.0%,27.6%,13.5%,5.8%,2.5%,5.5%,1.5%,1.5%,$93.68,11.4,24.4%,71.5%,0,$0.00,0,0.0%,0.0%,12.4%,15.4%,$79.21,$587.41,17.9%,"$2,693.23",34
WSM Ventures,1598,3/29/2025,"$17,370.86","$2,482","$14,967.66",16.1%,24.3,20.6,170,144,18.1%,"$2,918.96",14.4%,$17.17,$102.18,$103.94,-1.7%,88.2%,86.1%,0.0%,61.8%,24.7%,15.3%,10.6%,14.7%,2.9%,4.1%,$102.08,11.1,28.0%,79.2%,0,$0.00,0,0.0%,0.0%,21.8%,17.4%,$110.76,"$1,055.25",20.5%,"$4,098.13",37
WSM Ventures,1599,3/29/2025,"$20,583.30","$2,940","$21,363.83",-3.7%,28.4,29.1,199,204,-2.5%,"$3,534.00",14.7%,$17.76,$103.43,$104.72,-1.2%,94.5%,92.6%,0.0%,52.3%,18.6%,7.0%,3.0%,13.6%,9.0%,4.0%,$101.55,9.6,21.0%,74.9%,0,$0.00,0,0.0%,0.0%,10.6%,7.4%,$109.38,$745.15,24.5%,"$2,296.93",21
WSM Ventures,1600,3/29/2025,"$13,775.84","$1,968","$14,443.62",-4.6%,20.1,21.6,141,151,-6.6%,"$2,147.39",13.5%,$15.23,$97.70,$95.65,2.1%,85.1%,87.4%,0.0%,49.6%,14.2%,12.8%,7.1%,9.9%,2.1%,10.6%,$96.22,10.5,13.8%,77.9%,0,$0.00,0,0.0%,0.0%,20.6%,12.6%,$98.15,$794.85,21.8%,"$2,846.42",29
WSM Ventures,1198,4/5/2025,"$25,070.20","$3,581","$25,642.26",-2.2%,38.7,49.2,271,295,-8.1%,"$4,695.29",15.8%,$17.33,$92.51,$86.92,6.4%,87.1%,84.7%,0.0%,31.7%,11.8%,6.3%,3.7%,7.4%,5.5%,0.7%,$90.43,10.9,27.0%,73.3%,0,$0.00,0,0.0%,0.0%,12.9%,12.9%,$73.36,"$1,125.05",30.5%,"$2,567.45",35
WSM Ventures,1199,4/5/2025,"$30,045.08","$4,292","$23,278.24",29.1%,37.9,36.8,265,221,19.9%,"$3,072.90",9.3%,$11.60,$113.38,$105.33,7.6%,86.4%,85.1%,0.0%,54.3%,22.3%,12.1%,7.9%,6.0%,9.1%,4.9%,$111.62,10.5,26.7%,72.2%,0,$0.00,0,0.0%,0.0%,5.3%,6.3%,$117.42,$215.25,11.6%,"$1,643.88",14
WSM Ventures,1200,4/5/2025,"$29,716.28","$4,245","$25,552.80",16.3%,39.0,37.3,273,224,21.9%,"$2,954.44",9.0%,$10.82,$108.85,$114.08,-4.6%,82.4%,82.1%,0.0%,47.3%,18.7%,9.5%,6.6%,11.7%,5.9%,1.5%,$103.98,11.4,21.8%,75.1%,76,$47.72,18,6.6%,27.8%,3.3%,3.6%,$101.25,$254.37,21.8%,$911.22,9
WSM Ventures,1201,4/5/2025,"$25,823.39","$3,689","$22,273.71",15.9%,35.4,37.8,248,227,9.3%,"$3,975.37",13.3%,$16.03,$104.13,$98.12,6.1%,95.6%,89.4%,0.0%,50.8%,25.0%,8.5%,5.2%,8.9%,6.9%,1.6%,$102.63,8.8,22.3%,73.7%,0,$0.00,0,0.0%,0.0%,2.8%,4.8%,$87.22,$179.97,22.8%,$610.54,7
WSM Ventures,1202,4/5/2025,"$42,450.82","$6,064","$34,252.64",23.9%,52.7,54.2,369,325,13.5%,"$4,952.49",10.4%,$13.42,$115.04,$105.39,9.2%,91.3%,83.4%,0.0%,59.3%,23.8%,7.0%,3.5%,22.0%,6.5%,0.0%,$113.79,10.0,28.7%,74.1%,0,$0.00,0,0.0%,0.0%,1.4%,9.2%,$137.03,$47.16,6.4%,$685.13,5
WSM Ventures,1203,4/5/2025,"$11,875.45","$1,696","$15,233.44",-22.0%,17.0,24.5,119,147,-19.0%,"$2,473.32",17.2%,$20.78,$99.79,$103.63,-3.7%,93.3%,85.0%,0.0%,63.9%,30.3%,12.6%,5.0%,11.8%,3.4%,5.9%,$98.21,11.6,27.9%,70.8%,0,$0.00,0,0.0%,0.0%,25.2%,11.6%,$93.39,"$1,035.77",27.0%,"$2,801.69",30
WSM Ventures,1204,4/5/2025,"$22,072.58","$3,153","$18,925.88",16.6%,31.0,28.8,217,173,25.4%,"$2,076.78",8.6%,$9.57,$101.72,$109.40,-7.0%,88.0%,89.0%,0.0%,37.8%,18.0%,7.8%,4.1%,4.1%,5.1%,2.8%,$99.33,10.2,36.5%,64.4%,14,$27.50,2,0.0%,6.5%,5.1%,2.3%,$92.80,$203.47,16.6%,"$1,020.82",11
WSM Ventures,1205,4/5/2025,"$34,266.05","$4,895","$23,317.33",47.0%,47.6,37.3,333,224,48.7%,"$4,602.71",11.8%,$13.82,$102.90,$104.10,-1.1%,86.8%,87.9%,0.0%,49.8%,23.1%,7.2%,4.5%,6.3%,6.3%,6.9%,$102.04,9.1,30.6%,67.8%,0,$0.00,0,0.0%,0.0%,17.1%,8.9%,$83.78,"$1,360.96",22.2%,"$4,775.71",57
WSM Ventures,1206,4/5/2025,"$23,233.87","$3,319","$21,189.29",9.6%,33.1,34.0,232,204,13.7%,"$3,774.07",14.0%,$16.27,$100.15,$103.87,-3.6%,90.9%,93.1%,0.0%,35.3%,13.4%,6.0%,3.4%,6.5%,6.9%,2.6%,$98.71,11.0,29.2%,66.3%,0,$0.00,0,0.0%,0.0%,12.5%,14.2%,$72.92,"$1,076.34",33.7%,"$2,114.75",29
WSM Ventures,1207,4/5/2025,"$24,490.51","$3,499","$18,881.11",29.7%,36.9,35.2,258,211,22.3%,"$3,003.43",10.9%,$11.64,$94.92,$89.48,6.1%,91.9%,83.9%,0.0%,25.6%,12.4%,3.9%,2.7%,5.4%,3.1%,0.8%,$93.83,11.4,23.3%,73.7%,0,$0.00,0,0.0%,0.0%,11.6%,16.6%,$84.08,$537.15,17.6%,"$2,522.49",30
WSM Ventures,1598,4/5/2025,"$14,601.34","$2,086","$15,091.51",-3.2%,19.0,21.8,133,131,1.5%,"$2,753.61",15.9%,$20.70,$109.78,$115.20,-4.7%,87.2%,89.3%,0.0%,78.2%,26.3%,17.3%,10.5%,18.0%,7.5%,9.0%,$107.33,11.9,12.2%,81.1%,0,$0.00,0,0.0%,0.0%,20.3%,11.5%,$100.63,$997.83,26.9%,"$2,717.14",27
WSM Ventures,1599,4/5/2025,"$20,255.68","$2,894","$17,463.78",16.0%,27.0,29.5,189,177,6.8%,"$3,373.16",14.3%,$17.85,$107.17,$98.67,8.6%,91.0%,88.1%,0.0%,58.2%,21.7%,11.1%,6.3%,15.3%,9.0%,1.1%,$105.12,10.2,21.6%,75.9%,0,$0.00,0,0.0%,0.0%,15.9%,10.7%,$103.05,$790.18,20.4%,"$3,091.49",30
WSM Ventures,1600,4/5/2025,"$14,218.54","$2,031","$15,479.96",-8.1%,21.0,25.7,147,154,-4.5%,"$2,512.60",15.0%,$17.09,$96.72,$100.52,-3.8%,89.1%,84.4%,0.0%,52.4%,17.0%,11.6%,5.4%,12.9%,2.7%,8.2%,$95.40,10.2,16.3%,80.6%,0,$0.00,0,0.0%,0.0%,25.2%,16.2%,$94.23,"$1,160.50",25.0%,"$3,486.48",37
WSM Ventures,1198,4/12/2025,"$19,818.71","$2,831","$20,402.55",-2.9%,30.3,32.1,212,225,-5.8%,"$3,141.32",13.7%,$14.82,$93.48,$90.68,3.1%,86.8%,82.7%,0.0%,31.6%,13.7%,7.1%,2.8%,6.1%,3.8%,0.9%,$92.77,10.4,31.7%,72.7%,0,$0.00,0,0.0%,0.0%,10.8%,12.9%,$63.65,$768.99,34.4%,"$1,464.05",23
WSM Ventures,1199,4/12/2025,"$28,011.02","$4,002","$24,576.33",14.0%,36.3,33.9,254,237,7.2%,"$3,491.64",11.1%,$13.75,$110.28,$103.70,6.3%,84.3%,83.1%,0.0%,52.0%,23.2%,8.7%,6.7%,7.9%,10.2%,2.0%,$108.84,11.4,22.9%,73.4%,0,$0.00,0,0.0%,0.0%,3.9%,5.9%,$120.73,$148.59,11.0%,"$1,207.28",10
WSM Ventures,1200,4/12/2025,"$26,680.95","$3,812","$29,294.30",-8.9%,35.1,35.0,246,245,0.4%,"$2,365.92",8.1%,$9.62,$108.46,$119.57,-9.3%,85.0%,84.1%,0.0%,36.2%,13.4%,6.9%,4.5%,4.9%,8.9%,0.8%,$105.35,11.6,19.4%,75.1%,53,$56.69,16,9.4%,21.5%,2.0%,3.3%,$107.04,$49.66,8.5%,$535.22,5
WSM Ventures,1201,4/12/2025,"$22,482.51","$3,212","$22,024.77",2.1%,32.3,30.9,226,216,4.6%,"$3,716.84",14.2%,$16.45,$99.48,$101.97,-2.4%,95.6%,96.8%,0.0%,43.8%,22.6%,8.4%,4.9%,8.4%,4.0%,0.4%,$97.52,8.5,28.6%,73.5%,0,$0.00,0,0.0%,0.0%,1.8%,5.1%,$63.18,$100.19,28.4%,$252.72,4
WSM Ventures,1202,4/12/2025,"$36,164.36","$5,166","$29,833.86",21.2%,44.4,38.7,311,271,14.8%,"$4,525.80",11.1%,$14.55,$116.28,$110.09,5.6%,86.8%,88.9%,0.0%,64.6%,23.8%,11.6%,7.4%,23.2%,6.1%,0.0%,$113.73,10.8,22.8%,73.6%,0,$0.00,0,0.0%,0.0%,2.9%,7.7%,$86.56,$122.18,13.6%,$779.03,9
WSM Ventures,1203,4/12/2025,"$15,582.87","$2,226","$15,569.70",0.1%,22.4,20.9,157,146,7.5%,"$2,837.11",15.4%,$18.07,$99.25,$106.64,-6.9%,93.0%,94.5%,0.0%,49.0%,21.7%,7.0%,5.1%,12.7%,3.8%,3.8%,$98.68,10.7,26.7%,70.8%,0,$0.00,0,0.0%,0.0%,21.7%,16.4%,$91.10,$962.79,23.7%,"$3,097.33",34
WSM Ventures,1204,4/12/2025,"$23,081.64","$3,297","$18,617.32",24.0%,33.0,24.9,231,174,32.8%,"$2,602.66",10.1%,$11.27,$99.92,$107.00,-6.6%,86.6%,87.4%,0.0%,42.4%,24.7%,9.1%,6.1%,4.3%,1.7%,2.6%,$98.81,10.1,27.8%,66.0%,5,$45.04,2,0.0%,2.2%,2.6%,2.9%,$93.48,$139.42,19.9%,$560.88,6
WSM Ventures,1205,4/12/2025,"$32,054.75","$4,579","$26,944.67",19.0%,43.4,35.6,304,249,22.1%,"$3,920.99",10.9%,$12.90,$105.44,$108.21,-2.6%,88.2%,89.2%,0.0%,54.9%,18.1%,11.8%,10.5%,7.6%,7.2%,10.2%,$104.04,10.0,26.0%,67.4%,0,$0.00,0,0.0%,0.0%,12.8%,10.0%,$88.32,$784.86,18.6%,"$3,444.67",39
WSM Ventures,1206,4/12/2025,"$21,008.29","$3,001","$20,157.86",4.2%,29.6,26.9,207,188,10.1%,"$3,336.82",13.7%,$16.12,$101.49,$107.22,-5.3%,93.7%,95.7%,0.0%,41.5%,17.9%,7.2%,3.9%,8.7%,5.3%,2.4%,$100.24,11.6,29.1%,68.6%,0,$0.00,0,0.0%,0.0%,13.0%,12.2%,$66.46,"$1,046.06",36.8%,"$1,794.42",27
WSM Ventures,1207,4/12/2025,"$26,516.34","$3,788","$18,030.52",47.1%,38.6,28.7,270,201,34.3%,"$3,398.18",11.4%,$12.59,$98.21,$89.70,9.5%,89.3%,87.1%,0.0%,33.3%,15.9%,5.6%,2.6%,5.6%,5.6%,0.7%,$97.46,10.7,23.9%,75.4%,0,$0.00,0,0.0%,0.0%,15.9%,10.0%,$83.78,$689.30,16.1%,"$3,602.51",43
WSM Ventures,1598,4/12/2025,"$14,157.81","$2,023","$14,307.23",-1.0%,18.9,18.0,132,126,4.8%,"$2,008.20",12.4%,$15.21,$107.26,$113.55,-5.5%,88.6%,90.5%,0.0%,62.9%,28.8%,9.1%,8.3%,17.4%,2.3%,5.3%,$105.26,12.1,20.7%,79.1%,0,$0.00,0,0.0%,0.0%,17.4%,15.1%,$106.44,$615.43,20.1%,"$2,448.13",23
WSM Ventures,1599,4/12/2025,"$19,632.16","$2,805","$17,414.14",12.7%,28.7,23.6,201,165,21.8%,"$3,046.69",13.4%,$15.16,$97.67,$105.54,-7.5%,95.5%,92.7%,0.0%,35.3%,13.4%,8.0%,5.5%,4.5%,7.0%,2.5%,$96.51,9.7,20.1%,75.9%,0,$0.00,0,0.0%,0.0%,14.4%,4.8%,$95.82,$860.65,23.6%,"$2,778.69",29
WSM Ventures,1600,4/12/2025,"$15,058.19","$2,151","$15,076.04",-0.1%,22.0,21.1,154,148,4.1%,"$3,939.63",20.7%,$25.58,$97.78,$101.87,-4.0%,84.4%,77.7%,0.0%,70.1%,20.8%,14.9%,7.8%,17.5%,7.1%,9.7%,$95.28,11.7,21.6%,77.7%,0,$0.00,0,0.0%,0.0%,26.6%,14.2%,$100.03,"$1,251.89",23.4%,"$4,101.15",41
